item_id,category,region,date,stock_level,demand,supply,is_scarce,potentially_scarce,conversion_rate,experience_score,dispute_amount,win_amount,recouped_amount,tag_status,net_loss,spike_indicator,supply_demand_ratio
ITEM00186,Toys,North,2023-01-17,388,776,141,No,Yes,0.16,6,670.47,21.97,33.41,Escalated,615.09,No,0.18146718146718147
ITEM00187,Electronics,West,2023-03-14,130,370,636,Yes,No,0.6,9,2.9,426.34,125.82,Escalated,-549.26,No,1.7142857142857142
ITEM00188,Electronics,East,2023-01-12,8,540,699,Yes,No,0.16,3,87.9,205.01,242.08,Flagged,-359.19,No,1.2920517560073936
ITEM00189,Groceries,South,2023-03-27,211,327,217,No,No,0.14,7,720.93,181.21,162.34,Escalated,377.3799999999999,No,0.6615853658536586
ITEM00190,Apparel,South,2023-06-29,121,226,307,No,No,0.34,6,677.77,306.36,206.35,Reviewed,165.05999999999997,No,1.3524229074889869
ITEM00191,Toys,West,2023-05-02,113,369,799,Yes,No,0.85,9,198.35,69.99,136.5,Escalated,-8.139999999999986,No,2.1594594594594594
ITEM00192,Home Appliances,North,2023-07-23,19,919,606,Yes,No,0.67,9,504.87,271.97,113.83,Reviewed,119.06999999999998,No,0.658695652173913
ITEM00193,Apparel,East,2023-03-11,498,859,972,No,No,0.1,9,312.41,417.84,272.62,Flagged,-378.04999999999995,No,1.130232558139535
ITEM00194,Home Appliances,West,2023-04-18,338,951,358,Yes,Yes,0.33,7,624.9,212.72,248.78,Flagged,163.39999999999995,No,0.3760504201680672
ITEM00195,Groceries,West,2023-07-20,20,586,698,Yes,No,0.11,9,797.49,258.99,59.81,Resolved,478.69,No,1.1890971039182283
ITEM00196,Groceries,South,2023-02-21,207,647,664,Yes,No,0.34,7,188.03,82.24,244.31,Resolved,-138.51999999999998,No,1.0246913580246915
ITEM00197,Electronics,East,2023-02-06,32,254,178,Yes,No,0.65,9,649.31,368.46,75.56,Flagged,205.28999999999996,No,0.6980392156862745
ITEM00198,Toys,North,2023-04-27,132,756,722,Yes,No,0.71,2,434.39,280.97,11.73,Resolved,141.68999999999997,No,0.9537648612945839
ITEM00199,Home Appliances,South,2023-09-16,407,871,599,Yes,No,0.74,2,192.75,275.94,236.2,Escalated,-319.39,No,0.6869266055045872
ITEM00200,Apparel,West,2023-09-21,190,998,618,Yes,No,0.83,7,396.53,112.81,46.08,Flagged,237.64,No,0.6186186186186187
ITEM00201,Groceries,South,2023-10-30,462,118,210,No,No,0.39,10,104.23,458.65,84.81,Escalated,-439.22999999999996,No,1.7647058823529411
ITEM00202,Electronics,South,2023-03-05,25,524,225,Yes,No,0.79,6,657.66,172.21,229.99,Reviewed,255.45999999999992,No,0.42857142857142855
ITEM00203,Electronics,Central,2023-02-11,363,157,820,No,Yes,0.68,6,998.2,480.6,145.52,Escalated,372.08000000000004,No,5.189873417721519
ITEM00204,Home Appliances,South,2023-02-12,88,522,337,Yes,No,0.53,5,733.27,170.85,207.68,Resolved,354.73999999999995,No,0.6443594646271511
ITEM00205,Groceries,South,2023-05-05,91,874,454,Yes,No,0.86,1,851.99,450.16,8.8,Escalated,393.03,No,0.5188571428571429
ITEM00206,Toys,East,2023-09-27,32,647,885,Yes,No,0.86,7,225.77,279.26,100.72,Escalated,-154.20999999999998,No,1.3657407407407407
ITEM00207,Groceries,South,2023-12-13,237,822,706,Yes,No,0.82,2,106.19,32.04,106.48,Flagged,-32.33,No,0.8578371810449574
ITEM00208,Home Appliances,North,2023-08-21,17,943,987,Yes,No,0.26,8,2.15,477.16,73.41,Escalated,-548.4200000000001,No,1.0455508474576272
ITEM00209,Home Appliances,West,2023-05-12,273,759,629,Yes,No,0.27,10,729.59,166.29,112.58,Escalated,450.7200000000001,No,0.8276315789473684
ITEM00210,Groceries,East,2023-01-02,421,201,389,No,No,0.82,7,823.14,406.99,109.46,Flagged,306.69,No,1.9257425742574257
ITEM00211,Home Appliances,South,2023-04-25,288,175,317,No,No,0.42,2,189.09,282.85,283.23,Resolved,-376.99,No,1.8011363636363635
ITEM00212,Groceries,North,2023-01-01,26,679,267,Yes,Yes,0.74,2,478.28,122.13,254.74,Reviewed,101.40999999999997,No,0.3926470588235294
ITEM00213,Apparel,West,2023-11-27,304,165,862,No,Yes,0.65,10,585.03,70.13,246.38,Reviewed,268.52,No,5.192771084337349
ITEM00214,Groceries,East,2023-03-06,433,914,213,Yes,Yes,0.71,8,958.19,117.24,0.98,Resolved,839.97,Yes,0.23278688524590163
ITEM00215,Groceries,North,2023-05-05,398,833,897,Yes,No,0.12,5,913.94,272.48,109.66,Escalated,531.8000000000001,No,1.0755395683453237
ITEM00216,Home Appliances,South,2023-09-13,107,250,740,Yes,Yes,0.44,8,15.74,254.05,46.82,Resolved,-285.13,No,2.948207171314741
ITEM00217,Home Appliances,Central,2023-11-18,460,885,440,No,No,0.79,1,49.22,134.97,91.87,Resolved,-177.62,No,0.4966139954853273
ITEM00218,Electronics,Central,2023-05-23,435,536,466,No,No,0.49,9,958.9,78.56,50.6,Reviewed,829.7399999999999,Yes,0.8677839851024208
ITEM00219,Electronics,East,2023-11-24,225,889,97,Yes,Yes,0.65,8,58.1,175.33,21.97,Reviewed,-139.20000000000002,No,0.10898876404494381
ITEM00220,Apparel,North,2023-09-03,323,167,243,No,No,0.7,6,582.0,79.49,165.97,Escalated,336.53999999999996,No,1.4464285714285714
ITEM00221,Electronics,West,2023-04-26,354,334,850,No,Yes,0.2,8,79.27,253.09,227.93,Resolved,-401.75,No,2.537313432835821
ITEM00222,Groceries,North,2023-10-30,18,814,767,Yes,No,0.22,1,666.87,216.75,147.64,Reviewed,302.48,No,0.9411042944785276
ITEM00223,Home Appliances,Central,2023-03-31,222,844,133,Yes,Yes,0.68,8,184.21,224.42,86.08,Reviewed,-126.28999999999998,No,0.15739644970414202
ITEM00224,Electronics,East,2023-10-23,280,774,662,Yes,No,0.14,1,34.15,130.62,30.33,Flagged,-126.8,No,0.8541935483870968
ITEM00225,Electronics,South,2023-02-11,103,197,716,No,Yes,0.37,4,278.83,46.68,258.19,Flagged,-26.04000000000002,No,3.6161616161616164
ITEM00226,Apparel,North,2023-02-04,331,108,96,No,No,0.83,10,531.34,293.13,191.63,Escalated,46.58000000000004,No,0.8807339449541285
ITEM00227,Apparel,Central,2023-02-10,331,603,283,No,No,0.56,3,535.0,487.0,45.55,Resolved,2.450000000000003,No,0.4685430463576159
ITEM00228,Groceries,West,2023-12-07,361,860,902,Yes,No,0.83,3,763.54,334.42,89.1,Flagged,340.02,No,1.0476190476190477
ITEM00229,Home Appliances,East,2023-05-04,408,589,348,No,No,0.35,10,60.48,443.99,235.04,Escalated,-618.55,No,0.5898305084745763
ITEM00230,Apparel,South,2023-02-26,288,526,897,No,No,0.61,9,8.18,48.19,228.14,Reviewed,-268.15,No,1.7020872865275143
ITEM00231,Electronics,North,2023-10-21,443,326,196,No,No,0.33,8,714.21,30.39,199.16,Reviewed,484.6600000000001,No,0.599388379204893
ITEM00232,Home Appliances,West,2023-08-23,36,852,245,Yes,Yes,0.19,10,954.24,383.04,27.96,Flagged,543.24,No,0.28722157092614303
ITEM00233,Home Appliances,South,2023-04-06,347,686,955,No,No,0.89,8,192.71,227.34,193.45,Flagged,-228.07999999999998,No,1.3901018922852983
ITEM00234,Electronics,Central,2023-11-15,379,116,71,No,No,0.24,7,149.91,413.46,183.1,Resolved,-446.65,No,0.6068376068376068
ITEM00235,Apparel,Central,2023-12-09,243,662,243,Yes,Yes,0.25,8,342.95,240.39,182.97,Reviewed,-80.41,No,0.3665158371040724
ITEM00236,Electronics,West,2023-05-12,42,327,435,Yes,No,0.77,8,702.23,37.33,246.83,Reviewed,418.06999999999994,No,1.326219512195122
ITEM00237,Home Appliances,Central,2023-06-25,125,805,413,Yes,No,0.74,10,761.8,226.88,35.56,Reviewed,499.35999999999996,No,0.5124069478908189
ITEM00238,Toys,East,2023-02-21,8,891,915,Yes,No,0.88,6,936.69,333.04,7.89,Reviewed,595.7600000000001,No,1.0257847533632287
ITEM00239,Toys,West,2023-02-07,13,337,323,Yes,No,0.16,8,801.92,258.27,69.32,Reviewed,474.33,No,0.9556213017751479
ITEM00240,Groceries,Central,2023-12-09,130,480,433,Yes,No,0.18,2,27.76,108.56,32.98,Resolved,-113.78,No,0.9002079002079002
ITEM00241,Electronics,North,2023-01-05,324,882,257,Yes,Yes,0.46,7,206.38,462.06,229.03,Resolved,-484.71000000000004,No,0.29105322763306907
ITEM00242,Electronics,Central,2023-08-01,183,486,324,Yes,No,0.57,3,355.53,332.7,23.51,Escalated,-0.6800000000000175,No,0.6652977412731006
ITEM00243,Groceries,East,2023-04-30,281,768,778,Yes,No,0.13,8,946.91,263.24,109.0,Reviewed,574.67,No,1.011703511053316
ITEM00244,Groceries,South,2023-11-22,382,353,975,No,Yes,0.23,5,605.61,237.46,269.54,Flagged,98.60999999999996,No,2.7542372881355934
ITEM00245,Groceries,South,2023-07-28,52,407,545,Yes,No,0.66,5,996.32,306.26,269.23,Reviewed,420.83000000000004,No,1.3357843137254901
ITEM00246,Home Appliances,Central,2023-08-05,40,921,951,Yes,No,0.63,3,317.62,232.29,107.46,Flagged,-22.12999999999998,No,1.0314533622559654
ITEM00247,Electronics,South,2023-01-24,337,413,588,No,No,0.17,1,921.38,154.22,181.48,Resolved,585.68,No,1.4202898550724639
ITEM00248,Home Appliances,Central,2023-12-08,357,400,576,No,No,0.85,2,698.63,194.29,59.07,Resolved,445.27000000000004,No,1.4364089775561097
ITEM00249,Groceries,East,2023-07-24,20,217,208,Yes,No,0.3,2,887.06,96.18,23.22,Escalated,767.6599999999999,Yes,0.9541284403669725
ITEM00250,Electronics,South,2023-08-14,376,944,989,Yes,No,0.81,7,922.62,380.68,229.38,Flagged,312.56000000000006,No,1.0465608465608465
ITEM00251,Home Appliances,North,2023-08-06,294,149,775,No,Yes,0.84,2,453.02,403.09,2.18,Escalated,47.75000000000001,No,5.166666666666667
ITEM00252,Home Appliances,Central,2023-07-30,207,889,509,Yes,No,0.49,7,871.95,367.24,248.65,Escalated,256.06000000000006,No,0.5719101123595506
ITEM00253,Groceries,South,2023-01-26,487,663,443,No,No,0.43,1,983.24,231.61,101.03,Resolved,650.6,No,0.6671686746987951
ITEM00254,Electronics,East,2023-09-09,150,280,966,No,Yes,0.32,2,667.12,107.43,39.69,Escalated,520.0,No,3.4377224199288254
ITEM00255,Groceries,East,2023-01-03,476,642,992,No,No,0.75,7,259.05,481.31,151.7,Reviewed,-373.96,No,1.5427682737169517
ITEM00256,Electronics,North,2023-01-02,457,426,488,No,No,0.26,7,269.32,385.38,291.78,Reviewed,-407.84,No,1.1428571428571428
ITEM00257,Toys,East,2023-04-02,441,602,428,No,No,0.6,2,752.4,387.96,220.71,Reviewed,143.73,No,0.7097844112769486
ITEM00258,Apparel,East,2023-01-02,68,595,912,Yes,No,0.55,10,328.65,312.23,228.03,Reviewed,-211.61000000000004,No,1.5302013422818792
ITEM00259,Apparel,South,2023-05-30,330,345,213,No,No,0.3,7,411.05,141.08,122.11,Escalated,147.86,No,0.615606936416185
ITEM00260,Apparel,Central,2023-03-12,412,701,688,No,No,0.89,9,526.52,91.49,135.01,Reviewed,300.02,No,0.98005698005698
ITEM00261,Groceries,West,2023-01-04,317,642,379,Yes,No,0.78,8,911.68,55.96,253.09,Escalated,602.6299999999999,No,0.5894245723172629
ITEM00262,Toys,East,2023-02-07,436,201,619,No,Yes,0.12,6,711.32,311.66,25.23,Flagged,374.43,No,3.0643564356435644
ITEM00263,Electronics,East,2023-12-25,300,329,196,No,No,0.44,4,290.99,89.58,16.45,Reviewed,184.96000000000004,No,0.593939393939394
ITEM00264,Home Appliances,West,2023-03-11,26,487,817,Yes,No,0.39,3,133.68,187.53,206.79,Flagged,-260.64,No,1.6741803278688525
ITEM00265,Electronics,East,2023-07-20,115,708,159,Yes,Yes,0.81,8,289.8,409.84,81.78,Escalated,-201.81999999999996,No,0.22425952045133993
ITEM00266,Home Appliances,South,2023-11-04,417,678,443,No,No,0.31,3,333.52,144.95,299.79,Reviewed,-111.22000000000003,No,0.6524300441826215
ITEM00267,Electronics,South,2023-09-09,141,803,610,Yes,No,0.9,5,732.62,132.84,298.31,Reviewed,301.46999999999997,No,0.7587064676616916
ITEM00268,Toys,West,2023-10-14,40,310,231,Yes,No,0.26,3,425.25,358.67,192.83,Flagged,-126.25000000000003,No,0.7427652733118971
ITEM00269,Home Appliances,East,2023-10-19,105,748,622,Yes,No,0.3,9,997.94,260.35,138.86,Escalated,598.73,No,0.8304405874499332
ITEM00270,Groceries,East,2023-06-03,73,529,492,Yes,No,0.63,7,34.49,281.18,2.35,Escalated,-249.04,No,0.9283018867924528
ITEM00271,Electronics,Central,2023-05-13,59,438,796,Yes,No,0.23,3,354.25,64.45,180.57,Escalated,109.23000000000002,No,1.8132118451025057
ITEM00272,Electronics,East,2023-03-15,297,283,803,No,Yes,0.81,10,85.93,142.87,26.83,Flagged,-83.77,No,2.8274647887323945
ITEM00273,Home Appliances,South,2023-10-01,121,155,179,No,No,0.19,7,356.72,184.71,271.22,Flagged,-99.21000000000001,No,1.1474358974358974
ITEM00274,Groceries,North,2023-09-28,434,861,892,No,No,0.89,4,433.71,484.99,34.4,Escalated,-85.68000000000004,No,1.0348027842227379
ITEM00275,Groceries,North,2023-07-04,202,381,825,No,No,0.8,1,891.15,20.73,29.79,Reviewed,840.63,Yes,2.1596858638743455
ITEM00276,Toys,North,2023-12-19,10,671,452,Yes,No,0.77,4,425.36,427.63,216.02,Reviewed,-218.29,No,0.6726190476190477
ITEM00277,Groceries,North,2023-01-05,418,227,554,No,Yes,0.43,10,25.5,62.61,45.87,Escalated,-82.97999999999999,No,2.4298245614035086
ITEM00278,Groceries,East,2023-10-20,146,816,769,Yes,No,0.51,8,955.19,493.87,175.83,Flagged,285.49,No,0.9412484700122399
ITEM00279,Groceries,East,2023-12-26,215,825,703,Yes,No,0.47,6,145.26,96.47,238.7,Escalated,-189.91,No,0.851089588377724
ITEM00280,Apparel,Central,2023-03-27,373,738,71,No,Yes,0.89,1,773.71,144.55,0.67,Flagged,628.4900000000001,No,0.09607577807848444
ITEM00281,Toys,East,2023-08-02,320,607,66,No,Yes,0.13,1,200.27,414.72,45.72,Escalated,-260.17,No,0.10855263157894737
ITEM00282,Electronics,North,2023-01-15,459,683,924,No,No,0.41,4,923.33,179.0,53.43,Resolved,690.9000000000001,No,1.3508771929824561
ITEM00283,Home Appliances,West,2023-09-30,444,315,880,No,Yes,0.87,6,226.54,324.13,166.22,Escalated,-263.81,No,2.7848101265822787
ITEM00284,Electronics,West,2023-02-20,302,189,683,No,Yes,0.4,4,855.17,292.04,239.51,Escalated,323.6199999999999,No,3.594736842105263
ITEM00285,Toys,South,2023-09-10,13,413,331,Yes,No,0.42,9,414.56,343.14,258.1,Resolved,-186.68,No,0.7995169082125604
ITEM00286,Home Appliances,South,2023-02-14,66,332,276,Yes,No,0.61,2,447.14,411.69,18.84,Reviewed,16.60999999999999,No,0.8288288288288288
ITEM00287,Toys,East,2023-07-10,179,844,469,Yes,No,0.83,6,629.21,149.68,152.54,Reviewed,326.99,No,0.5550295857988166
ITEM00288,Groceries,West,2023-05-02,364,674,422,No,No,0.34,7,487.42,436.91,260.89,Flagged,-210.38,No,0.6251851851851852
ITEM00289,Home Appliances,North,2023-07-06,241,987,350,Yes,Yes,0.86,4,336.74,487.53,21.34,Resolved,-172.12999999999997,No,0.354251012145749
ITEM00290,Groceries,North,2023-08-02,159,346,335,Yes,No,0.33,5,242.6,336.36,7.78,Flagged,-101.54000000000002,No,0.9654178674351584
ITEM00291,Electronics,North,2023-05-29,463,541,165,No,Yes,0.75,5,266.23,283.05,14.1,Flagged,-30.919999999999995,No,0.3044280442804428
ITEM00292,Electronics,East,2023-06-19,485,998,198,Yes,Yes,0.32,2,703.57,491.72,279.43,Reviewed,-67.57999999999998,No,0.1981981981981982
ITEM00293,Home Appliances,East,2023-07-28,9,234,453,Yes,No,0.16,5,108.75,45.82,119.76,Reviewed,-56.830000000000005,No,1.9276595744680851
ITEM00294,Home Appliances,Central,2023-03-23,123,981,731,Yes,No,0.75,10,561.57,192.31,18.07,Reviewed,351.19000000000005,No,0.7443991853360489
ITEM00295,Toys,North,2023-07-15,272,101,139,No,No,0.46,5,379.51,118.03,298.81,Resolved,-37.329999999999984,No,1.3627450980392157
ITEM00296,Toys,North,2023-09-03,240,260,168,No,No,0.41,5,353.12,40.86,286.3,Flagged,25.95999999999998,No,0.6436781609195402
ITEM00297,Groceries,East,2023-12-11,423,239,745,No,Yes,0.44,4,715.49,432.34,125.36,Reviewed,157.79000000000002,No,3.1041666666666665
ITEM00298,Home Appliances,East,2023-12-23,451,403,957,No,Yes,0.59,10,503.23,171.5,30.96,Flagged,300.77000000000004,No,2.368811881188119
ITEM00299,Electronics,Central,2023-02-09,446,559,825,No,No,0.31,4,77.19,69.03,223.03,Reviewed,-214.87,No,1.4732142857142858
ITEM00300,Toys,Central,2023-06-17,142,920,788,Yes,No,0.29,7,909.57,191.48,17.99,Escalated,700.1,Yes,0.8555917480998915
ITEM00301,Toys,South,2023-02-12,352,813,142,Yes,Yes,0.49,6,898.02,189.9,188.32,Escalated,519.8,No,0.17444717444717445
ITEM00302,Electronics,West,2023-11-25,166,224,678,No,Yes,0.13,8,425.36,63.08,228.49,Escalated,133.79000000000002,No,3.013333333333333
ITEM00303,Toys,North,2023-07-30,56,984,496,Yes,No,0.61,1,13.76,266.12,63.75,Escalated,-316.11,No,0.5035532994923858
ITEM00304,Groceries,North,2023-06-28,137,446,361,Yes,No,0.76,10,60.25,51.08,283.03,Flagged,-273.85999999999996,No,0.8076062639821029
ITEM00305,Home Appliances,Central,2023-01-23,326,693,952,Yes,No,0.68,2,491.6,101.25,298.74,Flagged,91.61000000000001,No,1.3717579250720462
ITEM00306,Electronics,Central,2023-04-05,352,423,367,No,No,0.48,2,81.43,361.55,107.64,Resolved,-387.76,No,0.8655660377358491
ITEM00307,Home Appliances,South,2023-06-09,16,506,170,Yes,Yes,0.55,2,443.23,151.84,289.1,Reviewed,2.2899999999999636,No,0.33530571992110453
ITEM00308,Toys,West,2023-09-01,331,568,366,No,No,0.12,3,189.75,322.57,69.5,Reviewed,-202.32,No,0.6432337434094904
ITEM00309,Toys,South,2023-01-17,272,263,187,No,No,0.83,6,802.47,105.34,240.62,Flagged,456.51,No,0.7083333333333334
ITEM00310,Electronics,West,2023-04-22,366,961,792,Yes,No,0.55,3,367.57,264.58,222.26,Resolved,-119.26999999999998,No,0.8232848232848233
ITEM00311,Groceries,North,2023-04-13,375,339,867,No,Yes,0.35,7,378.49,51.51,12.4,Resolved,314.58000000000004,No,2.55
ITEM00312,Apparel,South,2023-11-10,399,312,709,No,No,0.33,3,24.93,21.61,77.77,Escalated,-74.44999999999999,No,2.2651757188498403
ITEM00313,Electronics,Central,2023-03-27,374,248,333,No,No,0.63,6,653.76,275.05,115.4,Resolved,263.30999999999995,No,1.3373493975903614
ITEM00314,Apparel,South,2023-02-04,333,683,703,Yes,No,0.57,2,773.46,389.15,4.39,Escalated,379.9200000000001,No,1.0277777777777777
ITEM00315,Apparel,South,2023-01-30,2,202,893,Yes,Yes,0.25,2,263.48,351.81,284.27,Flagged,-372.59999999999997,No,4.399014778325123
ITEM00316,Groceries,North,2023-07-11,242,282,569,No,No,0.43,3,616.8,386.47,63.78,Resolved,166.54999999999993,No,2.010600706713781
ITEM00317,Apparel,Central,2023-06-28,107,604,554,Yes,No,0.64,8,646.9,242.34,277.56,Flagged,126.99999999999994,No,0.915702479338843
ITEM00318,Apparel,Central,2023-04-14,50,795,440,Yes,No,0.34,9,629.67,348.26,131.97,Resolved,149.43999999999997,No,0.5527638190954773
ITEM00319,Groceries,East,2023-06-14,369,624,54,No,Yes,0.51,2,698.31,40.8,38.22,Escalated,619.29,No,0.0864
ITEM00320,Apparel,East,2023-05-02,349,479,818,No,No,0.3,7,784.99,417.55,128.47,Escalated,238.97,No,1.7041666666666666
ITEM00321,Apparel,East,2023-05-14,173,843,416,Yes,No,0.16,1,758.05,169.47,183.93,Resolved,404.6499999999999,No,0.4928909952606635
ITEM00322,Apparel,North,2023-10-17,115,761,890,Yes,No,0.41,4,574.03,436.95,142.4,Flagged,-5.320000000000022,No,1.167979002624672
ITEM00323,Electronics,South,2023-11-08,182,874,541,Yes,No,0.69,6,938.87,288.96,95.36,Resolved,554.5500000000001,No,0.6182857142857143
ITEM00324,Electronics,Central,2023-08-12,360,123,807,No,Yes,0.27,7,780.46,50.01,244.34,Resolved,486.11,No,6.508064516129032
ITEM00325,Electronics,Central,2023-01-25,354,800,515,Yes,No,0.7,3,890.86,209.42,286.78,Escalated,394.6600000000001,No,0.6429463171036205
ITEM00326,Groceries,South,2023-01-13,153,232,284,No,No,0.64,3,507.83,402.28,28.58,Flagged,76.97000000000001,No,1.2188841201716738
ITEM00327,Toys,Central,2023-11-15,246,149,411,No,Yes,0.51,5,700.48,121.29,164.81,Resolved,414.38000000000005,No,2.74
ITEM00328,Apparel,South,2023-08-18,75,794,571,Yes,No,0.88,3,863.08,91.11,95.5,Escalated,676.47,No,0.7182389937106918
ITEM00329,Apparel,North,2023-04-12,414,125,291,No,Yes,0.81,9,539.77,8.65,224.03,Flagged,307.09000000000003,No,2.3095238095238093
ITEM00330,Groceries,North,2023-07-22,243,749,491,Yes,No,0.55,2,874.03,344.21,190.45,Reviewed,339.36999999999995,No,0.6546666666666666
ITEM00331,Apparel,North,2023-09-24,80,110,882,No,Yes,0.55,10,725.23,187.72,8.31,Reviewed,529.2,No,7.945945945945946
ITEM00332,Electronics,South,2023-12-31,228,907,237,Yes,Yes,0.32,7,753.78,87.54,190.54,Resolved,475.70000000000005,No,0.2610132158590308
ITEM00333,Toys,South,2023-08-10,71,201,453,Yes,No,0.84,7,927.34,300.44,217.3,Escalated,409.6000000000001,No,2.242574257425743
ITEM00334,Home Appliances,West,2023-04-14,402,110,875,No,Yes,0.82,3,330.3,71.88,231.19,Reviewed,27.230000000000018,No,7.882882882882883
ITEM00335,Apparel,Central,2023-04-21,217,211,476,No,No,0.69,8,594.67,362.32,267.28,Resolved,-34.93000000000001,No,2.2452830188679247
ITEM00336,Electronics,Central,2023-03-10,451,705,462,No,No,0.2,3,272.66,291.62,283.6,Escalated,-302.56,No,0.6543909348441926
ITEM00337,Home Appliances,West,2023-12-24,398,871,563,Yes,No,0.66,5,529.18,123.6,80.05,Resolved,325.5299999999999,No,0.6456422018348624
ITEM00338,Toys,West,2023-09-15,242,869,203,Yes,Yes,0.3,1,443.65,437.19,198.43,Resolved,-191.97000000000003,No,0.23333333333333334
ITEM00339,Home Appliances,North,2023-06-17,366,266,252,No,No,0.25,10,457.42,279.52,167.08,Resolved,10.820000000000022,No,0.9438202247191011
ITEM00340,Electronics,West,2023-10-20,313,820,266,Yes,Yes,0.71,4,208.58,64.46,246.41,Escalated,-102.28999999999999,No,0.32399512789281365
ITEM00341,Home Appliances,South,2023-02-18,77,506,531,Yes,No,0.87,2,625.5,359.38,11.43,Flagged,254.69,No,1.047337278106509
ITEM00342,Groceries,East,2023-09-07,157,144,364,No,Yes,0.19,5,795.58,157.25,122.91,Resolved,515.4200000000001,No,2.510344827586207
ITEM00343,Home Appliances,South,2023-11-27,47,941,666,Yes,No,0.23,4,268.66,387.43,102.78,Escalated,-221.54999999999998,No,0.7070063694267515
ITEM00344,Apparel,West,2023-03-16,311,816,50,Yes,Yes,0.28,4,123.93,200.74,195.86,Reviewed,-272.67,No,0.06119951040391677
ITEM00345,Apparel,Central,2023-07-20,297,458,815,No,No,0.87,4,255.36,37.77,125.4,Reviewed,92.19,No,1.775599128540305
ITEM00346,Groceries,South,2023-02-03,23,653,552,Yes,No,0.66,5,755.23,315.09,118.1,Flagged,322.0400000000001,No,0.8440366972477065
ITEM00347,Electronics,Central,2023-11-10,109,384,848,Yes,No,0.64,9,63.41,155.16,112.65,Flagged,-204.4,No,2.2025974025974024
ITEM00348,Apparel,South,2023-04-21,51,499,855,Yes,No,0.5,9,617.8,470.95,247.73,Flagged,-100.88000000000002,No,1.71
ITEM00349,Toys,Central,2023-12-18,426,550,327,No,No,0.53,4,819.81,414.96,145.01,Resolved,259.84,No,0.5934664246823956
